site,elevation,aspect,seedling,treatment,date,survival,leaf_length,shrub_freq_0_20,shrub freq_21_40,shrub_freq_41_60
12,1690,SE,19,gap,26/1/20,0,0,0.095,0.08,0
12,1690,SE,20,control,26/1/20,0,0,0.095,0.08,0
12,1690,SE,21,gap,26/1/20,0,0,0.095,0.08,0
12,1690,SE,22,control,26/1/20,0,0,0.095,0.08,0
12,1690,SE,23,gap,26/1/20,0,0,0.095,0.08,0
12,1690,SE,24,control,26/1/20,0,0,0.095,0.08,0
12,1690,SE,25,gap,26/1/20,0,0,0.095,0.08,0
12,1690,SE,26,control,26/1/20,0,0,0.095,0.08,0
15,1670,NW,1,gap,26/1/20,0,0,0.33,0.435,0.347
15,1670,NW,2,control,26/1/20,0,0,0.33,0.435,0.347
15,1670,NW,3,gap,26/1/20,0,0,0.33,0.435,0.347
15,1670,NW,4,control,26/1/20,0,0,0.33,0.435,0.347
15,1670,NW,5,gap,26/1/20,1,20,0.33,0.435,0.347
15,1670,NW,6,control,26/1/20,0,0,0.33,0.435,0.347
15,1670,NW,7,gap,26/1/20,0,0,0.33,0.435,0.347
15,1670,NW,8,control,26/1/20,0,0,0.33,0.435,0.347
15,1670,NW,9,gap,26/1/20,0,0,0.33,0.435,0.347
15,1670,NW,10,control,26/1/20,0,0,0.33,0.435,0.347
15,1670,NW,11,gap,26/1/20,0,0,0.33,0.435,0.347
15,1670,NW,12,control,26/1/20,0,0,0.33,0.435,0.347
15,1670,NW,13,gap,26/1/20,0,0,0.33,0.435,0.347
15,1670,NW,14,control,26/1/20,0,0,0.33,0.435,0.347
15,1670,NW,15,gap,26/1/20,0,0,0.33,0.435,0.347
15,1670,NW,16,control,26/1/20,0,0,0.33,0.435,0.347
15,1670,NW,17,gap,26/1/20,0,0,0.33,0.435,0.347
15,1670,NW,18,control,26/1/20,0,0,0.33,0.435,0.347
15,1670,NW,19,gap,26/1/20,0,0,0.33,0.435,0.347
15,1670,NW,20,control,26/1/20,0,0,0.33,0.435,0.347
15,1670,NW,21,gap,26/1/20,0,0,0.33,0.435,0.347
15,1670,NW,22,control,26/1/20,0,0,0.33,0.435,0.347
15,1670,NW,23,gap,26/1/20,0,0,0.33,0.435,0.347
15,1670,NW,24,control,26/1/20,0,0,0.33,0.435,0.347
15,1670,NW,25,gap,26/1/20,1,0.1,0.33,0.435,0.347
15,1670,NW,26,control,26/1/20,1,10.2,0.33,0.435,0.347
16,1660,SE,1,gap,26/1/20,0,0,0.165,0.045,0.03
16,1660,SE,2,control,26/1/20,0,0,0.165,0.045,0.03
16,1660,SE,3,gap,26/1/20,0,0,0.165,0.045,0.03
16,1660,SE,4,control,26/1/20,0,0,0.165,0.045,0.03
16,1660,SE,5,gap,26/1/20,1,1,0.165,0.045,0.03
16,1660,SE,6,control,26/1/20,0,0,0.165,0.045,0.03
16,1660,SE,7,gap,26/1/20,0,0,0.165,0.045,0.03
16,1660,SE,8,control,26/1/20,0,0,0.165,0.045,0.03
16,1660,SE,9,gap,26/1/20,0,0,0.165,0.045,0.03
16,1660,SE,10,control,26/1/20,0,0,0.165,0.045,0.03
16,1660,SE,11,gap,26/1/20,0,0,0.165,0.045,0.03
16,1660,SE,12,control,26/1/20,0,0,0.165,0.045,0.03
16,1660,SE,13,gap,26/1/20,0,0,0.165,0.045,0.03
16,1660,SE,14,control,26/1/20,0,0,0.165,0.045,0.03
16,1660,SE,15,gap,26/1/20,0,0,0.165,0.045,0.03
16,1660,SE,16,control,26/1/20,0,0,0.165,0.045,0.03
16,1660,SE,17,gap,26/1/20,0,0,0.165,0.045,0.03
16,1660,SE,18,control,26/1/20,0,0,0.165,0.045,0.03
16,1660,SE,19,gap,26/1/20,0,0,0.165,0.045,0.03
16,1660,SE,20,control,26/1/20,0,0,0.165,0.045,0.03
16,1660,SE,21,gap,26/1/20,0,0,0.165,0.045,0.03
16,1660,SE,22,control,26/1/20,0,0,0.165,0.045,0.03
16,1660,SE,23,gap,26/1/20,0,0,0.165,0.045,0.03
16,1660,SE,24,control,26/1/20,0,0,0.165,0.045,0.03
16,1660,SE,25,gap,26/1/20,0,0,0.165,0.045,0.03
16,1660,SE,26,control,26/1/20,0,0,0.165,0.045,0.03
19,1620,SE,1,control,26/1/20,0,0,0.28,0.265,0.165
19,1620,SE,2,gap,26/1/20,0,0,0.28,0.265,0.165
19,1620,SE,3,control,26/1/20,0,0,0.28,0.265,0.165
19,1620,SE,4,gap,26/1/20,1,10,0.28,0.265,0.165
19,1620,SE,5,control,26/1/20,1,6.5,0.28,0.265,0.165
19,1620,SE,6,gap,26/1/20,0,0,0.28,0.265,0.165
19,1620,SE,7,control,26/1/20,0,0,0.28,0.265,0.165
19,1620,SE,8,gap,26/1/20,0,0,0.28,0.265,0.165
19,1620,SE,9,control,26/1/20,0,0,0.28,0.265,0.165
19,1620,SE,10,gap,26/1/20,0,0,0.28,0.265,0.165
19,1620,SE,11,control,26/1/20,0,0,0.28,0.265,0.165
19,1620,SE,12,gap,26/1/20,0,0,0.28,0.265,0.165
19,1620,SE,13,control,26/1/20,0,0,0.28,0.265,0.165
19,1620,SE,14,gap,26/1/20,0,0,0.28,0.265,0.165
19,1620,SE,15,control,26/1/20,0,0,0.28,0.265,0.165
19,1620,SE,16,gap,26/1/20,1,1.5,0.28,0.265,0.165
19,1620,SE,17,control,26/1/20,1,7,0.28,0.265,0.165
19,1620,SE,18,gap,26/1/20,0,0,0.28,0.265,0.165
19,1620,SE,19,control,26/1/20,0,0,0.28,0.265,0.165
19,1620,SE,20,gap,26/1/20,0,0,0.28,0.265,0.165
19,1620,SE,21,control,26/1/20,0,0,0.28,0.265,0.165
19,1620,SE,22,gap,26/1/20,0,0,0.28,0.265,0.165
19,1620,SE,23,control,26/1/20,0,0,0.28,0.265,0.165
19,1620,SE,24,gap,26/1/20,0,0,0.28,0.265,0.165
19,1620,SE,25,control,26/1/20,0,0,0.28,0.265,0.165
19,1620,SE,26,gap,26/1/20,0,0,0.28,0.265,0.165
